	score	category_names	prices	isCorrect
141	0	後背包	490	0
142	0	引擎、機體零件 	20	0
143	70	其他	10	0
144	0	LYCEE	30	0
145	0	魔法風雲會	2	0
146	0	其他電腦周邊設備	1736	0
147	0	帆船鞋	990	0
148	0	淋浴用龍頭	199	0
149	0	魔法風雲會	30	0
150	0	社會、政治、人文	350	0
151	0	汽車、賽車	410	0
152	0	睡袋	3650	0
153	0	狗籠、狗屋	4250	0
154	0	LCD螢幕周邊產品	65	0
155	1	門簾	85	0
156	0	定時器、變壓器	450	0
157	0	古書善本	15	0
158	0	手套護具	240	0
159	0	變速系統零件	3	0
160	0	其他冷卻系統零件	65	0
161	0	其他	40	0
162	0	電子秤	200	0
163	0	噴槍筆、空壓機	400	0
164	0	奇異筆、白板筆	18	0
165	0	其他軍用裝備、配件	259	0
166	0	LYCEE	10	0
167	0	扳手	280	0
168	0	其他合法改裝套件	350	0
169	0	其他零食	90	0
170	0	亞洲其他國家	3	0
171	0	其他	49	0
172	2	古書善本	50	0
173	2	其他機車零組件	950	0
174	1	其他用品	10	0
175	0	中國現代小說	150	0
176	0	收集卡	10	0
177	0	LYCEE	10	0
178	0	其他用品	130	0
179	0	1 100	155	0
180	1	錶帶	230	0
181	0	引擎、機體零件 	250	0
182	0	其他	499	0
183	0	其他益智遊戲、玩具	245	0
184	0	其他遙控器	160	0
185	0	手套、防風眼鏡	260	0
186	1	其他	220	0
187	0	其他食品	450	0
188	3	其他緊固件	24	0
189	0	保鮮盒、便當盒	180	0
190	0	褲子	200	0
191	0	項鍊	788	0
192	0	其他	2	0
193	0	電玩遊戲	60	0
194	0	錶帶	400	0
195	1	吸頂燈	270	0
196	0	電子電工工具	550	0
197	0	其他紙牌遊戲	10	0
198	0	車燈、碼錶	170	0
199	0	其他	120	0
200	0	其他用品	72	0
201	0	其他	200	0
202	0	其他汽車精品	1500	0
203	0	遮陽隔熱	300	0
204	11	其他	250	0
205	0	其他	45	0
206	0	街頭魔術	250	0
207	0	美國職籃	5	0
208	0	其他底盤系統零件	750	0
209	0	遊戲王	180	0
210	10	遊戲光碟	500	0
211	0	輪胎、輪圈	100	0
212	0	變速系統零件	960	0
213	0	周邊配備	450	0
214	0	拼布、料	39	0
215	0	其他	350	0
216	0	摔角、格鬥明星	720	0
217	0	雜誌、刊物 	100	0
218	0	西洋現代小說	40	0
219	0	美國職籃	100	0
220	1	USB線	20	0
221	0	其他機車百貨	550	0
222	0	熱水器	800	0
223	0	其他用具	69	0
224	0	零件、配件	6	0
225	0	其他五金工具	2000	0
226	1	其他收藏卡	10	0
227	0	其他合法改裝套件	100	0
228	15	包裝用品	260	0
229	0	其他	50	0
230	1	遊戲王	120	0
231	0	其他	20	0
232	0	刺繡、縫紉用品	30	0
233	3	變速系統零件	140	0
234	0	持久力強化	200	0
235	0	其他機車百貨	6000	0
236	0	模型漆、底漆	190	0
237	0	皮繩	59	0
238	0	其他紙牌遊戲	5	0
239	0	蘭花	70	0
240	0	其他漫畫	80	0
241	0	遊戲王	50	0
242	0	引擎、機體零件 	260	0
243	0	其他汽車精品	1200	0
244	0	其他汽車精品	230	0
245	0	其他引擎系統零件	265	0
246	1	其他	200	0
247	0	側背、斜肩	550	0
248	0	魔法風雲會	5	0
249	0	橡皮擦	45	0
250	0	其他	50	0
251	0	其他	30	0
252	0	其他	690	0
253	0	槍枝電池充電器	200	0
254	0	零件、配件	4	0
255	0	影視明星 	5	0
256	0	睡衣	200	0
257	8	前叉	140	0
258	22	吉他配件	25	0
259	0	其他軍用裝備、配件	50	0
260	0	其他	50	0
261	0	LED電子燈	779	0
262	0	拼布、料	48	0
263	72	靴型褲	490	0
264	0	薄荷	185	0
265	0	其他	4400	0
266	2	遊戲王	25	0
267	2	零件、配件	1	0
268	0	其它電動工具	130	0
269	1	扳手	450	0
270	0	其他	70	0
271	0	其他	100	0
272	0	二極體	1	0
273	0	遊戲王	150	0
274	0	其他	480	0
275	0	教育玩具	150	0
276	0	美國職籃	30	0
277	0	台灣郵票	20	0
278	0	兔籠	899	0
279	0	裝修除味保養	40	0
280	0	遊戲王	19111	0
281	5	維他命	320	0
282	0	其他小說	25	0
283	22	USB、1394卡	450	0
284	0	V領深V短袖T	350	0
285	0	畫冊	1400	0
286	0	臂章識別章	40	0
287	21	SONY	600	0
288	0	疾病藥物	45	0
289	0	其他	750	0
290	1	其他	750	0
291	17	溫度設備	520	0
292	0	其他合法改裝套件	1080	0
293	0	其他用品	199	0
294	0	其他	480	0
295	0	濾心配件	80	0
296	0	其他音響設備	25	0
297	0	其他衣櫥櫃	389	0
298	0	潤膚乳液	599	0
299	0	其他軍用裝備、配件	150	0
300	2	其他潛水裝備	950	0
301	0	其他登山露營裝備	330	0
302	0	V領深V短袖T	390	0
303	0	果乾、堅果	120	0
304	0	其他	469	0
305	4	其他	79	0
306	0	遊戲王	9	0
307	0	遊戲王	9	0
308	70	其他氣動工具	1050	0
309	0	其他語言	20	0
310	0	其他	190	0
311	2	充電器、電池套裝組	40	0
312	0	遊戲王	20	0
313	103	轉接線、轉接頭	79	0
314	70	冷氣遙控器	320	0
315	0	其他	85	0
316	0	精梳棉	390	0
317	0	其他比例	880	0
318	0	輪胎、輪圈	4	0
319	0	機體	65	0
320	0	美國職籃	15	0
321	0	保濕乳液、霜	450	0
322	0	其他	288	0
323	0	其他重量訓練器材	1550	0
324	85	引擎、車組零件	195	0
325	0	其他紙類製品	33	0
326	0	拼布、料	10	0
327	0	零件、配件	20	0
328	0	皮雕材料	15	0
329	0	其他汽車百貨	99	0
330	0	遊戲王	5	0
331	0	引擎、車組零件	200	0
332	0	其他軍用裝備、配件	49	0
333	0	零件、配件	28	0
334	0	電玩遊戲	50	0
335	1	書衣	40	0
336	30	其他電腦周邊設備	1641	0
337	0	零件、配件	4	0
338	0	電玩遊戲	60	0
339	0	其他登山露營裝備	120	0
340	0	空氣幫浦 	20	0
341	0	背包、背袋	240	0
342	0	船艇、軍艦改裝配件	580	0
343	2	其他手動工具	310	0
344	0	遊戲王	5	0
345	0	短襪	250	0
346	0	其他	39	0
347	0	膠水	16	0
348	0	紀念幣	800	0
349	0	其他金屬	390	0
350	0	其他	35	0
351	10	電源變壓器	25	0
352	2	排氣管	1400	0
353	0	其他	140	0
354	0	其他考試用書	60	0
355	0	其他	200	0
356	0	濾心配件	800	0
357	0	其他軍用裝備、配件	120	0
358	0	中性筆	36	0
359	0	遊戲王	30	0
360	0	中國風日系造型	499	0
361	0	其他漫畫	40	0
362	0	LEGO人偶	590	0
363	0	其他	250	0
364	0	遊戲王	10	0
365	0	遊戲王	15	0
366	16	其他五金工具	58	0
367	0	遊戲王	129	0
368	85	SONY 新力	149	0
369	0	遮光罩	40	0
370	0	NECA系列	4999	0
371	0	四角褲	200	0
372	0	其他汽車精品	60	0
373	0	其他五金工具	27500	0
374	0	其他	50	0
375	0	其它	110	0
376	0	魚	190	0
377	0	其他緊固件	22	0
378	0	佛畫、唐卡	188	0
379	0	運動襪	380	0
380	1	美國職棒	30	0
381	0	其他漫畫	40	0
382	0	水質測試劑	100	0
383	0	其他	1	0
384	121	引擎、機體零件 	50	0
385	0	華語	200	0
386	14	水質測試劑	560	0
387	0	水質穩定劑	170	0
388	0	內置底部式過濾器	360	0
389	0	其他	700	0
390	0	其他漫畫	45	0
391	0	其他漫畫	40	0
392	29	紙牌週邊	140	0
393	0	其他	300	0
394	0	其他	590	0
395	0	變速系統零件	70	0
396	10	其他廠牌	600	0
397	0	遊戲王	9	0
398	1	遊戲王	10	0
399	41	Apple	75	0
400	0	劇情	330	0
401	0	其他	1400	0
402	0	角色扮演	300	0
403	0	其他漫畫	45	0
404	0	其他比例	110	0
405	0	螺絲批旋具頭	50	0
406	9	引擎、機體零件 	125	0
407	0	遊戲王	10	0
408	0	遊戲王	39	0
409	0	外掛式過濾器	210	0
410	0	耳機麥克風	1680	0
411	0	墨水、墨汁	400	0
412	0	手提音響	65	0
413	1	相機皮套	280	0
414	0	護貝機 	15	0
415	0	RF 連動測距相機	800	0
416	10	定時器、變壓器	70	0
417	0	火星塞	300	0
418	0	其他	240	0
419	0	空氣幫浦 	103	0
420	0	N比例	300	0
421	0	其他	99	0
422	0	1 144	43599	0
423	0	台灣郵票	70	0
424	0	網球線	250	0
425	0	飼料	1450	0
426	0	其他漫畫	50	0
427	0	其他	350	0
428	0	其他	60	0
429	0	其他漫畫	50	0
430	0	其他	90	0
431	0	煞車皮	250	0
432	1	遊戲王	3509999	0
433	0	空氣幫浦 	7	0
434	0	LYCEE	30	0
435	0	其他漫畫	50	0
436	0	角燈	1300	0
437	0	遊戲王	10	0
438	0	其他	109	0
439	70	其他	1	0
440	0	國中、國小用書	50	0
441	0	遊戲王	9	0
442	0	其他登山露營裝備	210	0
443	70	其他機車零組件	40	0
444	0	其他冷卻系統零件	2000	0
445	1	三角褲	150	0
446	0	其他	500	0
447	0	廚房用龍頭	50	0
448	0	避震器	10000	0
449	0	其他用品	390	0
450	0	精梳棉	550	0
451	0	其他雜誌	360	0
452	0	電子電工工具	10	0
453	0	電子電工工具	920	0
454	0	四角褲	95	0
455	0	成套內衣褲	490	0
456	0	花苗、樹苗	30	0
457	0	其它輸入設備	199	0
458	137	其他印表機	105	0
459	75	USB線	29	0
460	13	充電、傳輸線	43	0
461	0	煙斗、煙盒	9	0
462	0	Canon	25	0
463	0	其他瞄準器具	1250	0
464	0	日本職棒	50	0
465	4	皮雕材料	64	0
466	0	監控攝影機	130	0
467	0	其他	30	0
468	0	燈泡	1775	0
469	0	USB線	155	0
470	11	其他汽車百貨	120	0
471	1	遊戲王	20	0
472	0	遮陽隔熱	390	0
473	0	遊戲王	5	0
474	0	遊戲王	15	0
475	0	紫砂壺	800	0
476	70	其他	80	0
477	0	清潔組保護貼	170	0
478	0	其他汽車零件	35	0
479	0	西洋	55	0
480	0	其他五金工具	2400	0
481	0	其他汽車精品	430	0
482	0	零件、配件	6	0
483	0	其他水晶	100	0
484	0	海報、劇照	250	0
485	0	肉類食品	135	0
486	0	其他居家安全用品	250	0
487	0	電子秤	340	0
488	12	其他收藏卡	20	0
489	0	其他	155	0
490	0	毛線編織用品	300	0
491	0	其他汽車百貨	280	0
492	0	其他	99	0
493	0	BURBERRY	20	0
494	0	南北貨	120	0
495	0	其他漫畫	718	0
496	0	其他家庭雜貨 	300	0
497	10	電腦遊戲、周邊配備	6880	0
498	0	遊戲王	49	0
499	0	零件、配件	21	0
500	1	遊戲王	200	0
501	0	高跟7cm以上	599	0
502	0	電影、電視配樂	55	0
503	0	照片 	600	0
504	0	無線光學滑鼠	198	0
505	1	其他五金工具	1800	0
506	0	剪報、雜誌	100	0
507	166	USB線	95	0
508	0	其他品牌	4000	0
509	0	原子筆	8	0
510	0	運動襪	250	0
511	0	水晶	400	0
512	0	其他	70	0
513	0	其他軍用裝備、配件	850	0
514	1	其他汽車零件	215	0
515	0	引擎、機體零件 	820	0
516	0	踏墊	390	0
517	0	其他	500	0
518	1	遊戲王	10	0
519	0	華語	50	0
520	0	其他五金工具	650	0
521	0	其他比例	30	0
522	2	燈泡	195	0
523	2	其他機車零組件	350	0
524	0	崁燈	87	0
525	0	引擎、機體零件 	122	0
526	0	其他	400	0
527	25	其他品牌	240	0
528	22	其他品牌	49	0
529	0	其他	300	0
530	0	其他	45	0
531	0	樂譜	357	0
532	0	排擋套	110	0
533	0	鼠籠	99385	0
534	0	其他	200	0
535	0	辣椒醬、辛辣調味料	59	0
536	0	汽缸	15	0
537	0	串珠、中國結用品	20	0
538	70	其他機車零組件	650	0
539	0	鋼	198	0
540	0	其他家庭雜貨 	99	0
541	0	海報	800	0
542	0	立扇	2250	0
543	0	遊戲王	90	0
544	0	其他	318	0
545	0	機械科幻	150	0
546	0	整流罩、車殼	1800	0
547	0	進氣系統	1000	0
548	0	後視鏡	1350	0
549	7	天線	980	0
550	11	迷你扇	190	0
551	0	輪胎、輪圈	15	0
552	0	整流罩、車殼	240	0
553	0	其他機車零組件	240	0
554	0	其他機車百貨	120	0
555	0	IC	85	0
556	0	普洱茶	4800	0
557	0	其他汽車零件	200	0
558	1	彩繪藝術用品	50	0
559	1	遊戲王	60	0
560	0	IC	293	0
561	0	其他汽車零件	3350	0
562	0	遊戲王	80	0
563	20	家庭、親子	200	0
564	0	車身標籤、貼紙	499	0
565	0	攝影集、寫真	1320	0
566	0	布料、布飾用品	1	0
567	0	其它	170	0
568	0	滑板	40	0
569	5	其他	520	0
570	0	其他軍用裝備、配件	30	0
571	0	其他	233	0
572	0	前置	4500	0
573	0	接線端子	25	0
574	1	水電、油漆、維修服務	120	0
575	0	IC	58	0
576	0	IC	58	0
577	0	成套內衣褲	129	0
578	3	其他緊固件	6	0
579	3	握把、龍頭	350	0
580	70	其他機車零組件	355	0
581	0	其他	600	0
582	1	燈罩、燈泡	450	0
583	0	其他小說	20	0
584	5	假面騎士系列	150	0
585	0	香爐、香品	100	0
586	0	修車工具	100	0
587	0	其他	880	0
588	0	風扇式	480	0
589	0	其他	1649	0
590	0	其他登山露營裝備	189	0
591	84	其他五金工具	30	0
592	0	攝影	1999	0
593	22	廣角130度	5700	0
594	0	遊戲王	15	0
595	0	其他居家安全用品	30	0
596	0	古書善本	2000	0
597	1	其他IC	2580	0
598	15	扳手	480	0
599	0	IC	36	0
600	0	台灣	210	0
601	0	遊戲王	10	0
602	0	廚房用龍頭	15	0
603	40	其他	400	0
604	8	引擎、機體零件 	80	0
605	0	樂譜	80	0
606	0	濾心配件	300	0
607	0	附件及改裝品	399	0
608	0	裝備配件	350	0
609	0	其他紙牌遊戲	10	0
610	6	咕咕鐘	280	0
611	0	毛筆	250	0
612	0	其他	30	0
613	1	其他汽車百貨	100	0
614	0	16G	300	0
615	0	其他機車百貨	10	0
616	0	其他合法改裝套件	100	0
617	0	整流罩、車殼	300	0
618	0	其他音響設備	250	0
619	0	魔法風雲會	150	0
620	0	螺絲批旋具頭	75	0
621	0	LYCEE	30	0
622	0	隔熱墊、手套	600	0
623	0	歐洲郵票	130	0
624	0	其他瞄準器具	230	0
625	0	其他品牌	9888	0
626	0	雨衣	700	0
627	1	美國職棒	10	0
628	0	其他	20	0
629	18	簡易型防潮箱	519	0
630	0	船型隱形襪	899	0
631	0	SAMSUNG	149	0
632	0	濾心配件	990	0
633	0	其他紙類製品	539	0
634	2	動、植物	175	0
635	3	其他	3	0
636	92	保護貼、按鍵貼	150	0
637	1	遊戲王	5	0
638	2	其他益智遊戲、玩具	60	0
639	0	其他帳篷	580	0
640	65	其他用品	1300	0
641	0	其他	10	0
642	0	其他手動工具	95	0
643	0	遊戲王	190	0
644	1	其他線材	150	0
645	0	有領休閒衫	350	0
646	0	點心	250	0
647	0	卡漫	20	0
648	0	其他	30	0
649	0	手機保護殼	199	0
650	0	其他	80	0
651	2	其他	50	0
652	14	其他用品	114	0
653	0	電晶體	14	0
654	0	其他	205	0
655	0	其他	21	0
656	0	其他	20	0
657	0	其他	11	0
658	0	其他	26	0
659	1	麵包花、紙黏土用品	15	0
660	0	期刊、雜誌	25	0
661	0	洗碗精	20	0
662	0	零件、配件	8	0
663	0	其他車系	8	0
664	0	修車工具	1900	0
665	0	其他五金工具	240	0
666	0	零件、配件	8	0
667	0	其他機車百貨	110	0
668	0	海報、劇照	70	0
669	0	IC	48	0
670	0	其他軍用裝備、配件	100	0
671	1	其他居家安全用品	110	0
672	0	其他手動工具	50	0
673	0	生理褲	100	0
674	9		15	0
675	0	大專、大學用書	500	0
676	0	零件、配件	28	0
677	0	氣閥、壓力錶、鋼瓶	38	0
678	53	其他	16	0
679	0	整流罩、車殼	280	0
680	0	垃圾桶	450	0
681	0	刺繡、縫紉用品	6	0
682	0	其他	40	0
683	0	其他科幻小說	60	0
684	0	把手	600	0
685	0	其他煞車系統零件	24	0
686	0	模型漆、底漆	125	0
687	0	類比IC	128	0
688	0	日本	100	0
689	0	日本	100	0
690	0	3G5G上網卡	1185	0
691	0	日本	30	0
692	0	BL系列	60	0
693	0	日本	30	0
694	0	其他	150	0
695	9	握把、龍頭	600	0
696	1	落地鐘	150	0
697	0	監控攝影機	119	0
698	0	餅乾	55	0
699	0	其他	80	0
700	0	種子、球根	17	0
701	0	其他騎士用品	270	0
702	0	防蚊門簾	599	0
703	0	其他漫畫	50	0
704	0	三角褲	38	0
705	3	家電零件	80	0
706	61	輪胎、輪圈	850	0
707	0	遊戲王	10	0
708	0	遊戲王	70	0
709	0	其他汽車零件	40	0
710	0	其他瞄準器具	1698	0
711	0	偵探推理	1200	0
712	0	代買、海外代購	160	0
713	0	整流罩、車殼	280	0
714	0	其他	119	0
715	0	日本	30	0
716	3	其他	199	0
717	71	遊戲王	49	0
718	1	其他騎士用品	300	0
719	63	SAMSUNG	169	0
720	0	日本	30	0
721	0	染髮	350	0
722	13	手機保護殼	229	0
723	0	汽車臘	135	0
724	0	水冷．霧化扇	1750	0
725	0	其他手動工具	1	0
726	0	其他	3300000	0
727	1	飼料	390	0
728	0	1：144	850	0
729	0	零件、配件	2	0
730	0	電腦遊戲攻略	50	0
731	0	電子電工工具	350	0
732	0	其他	120	0
733	0	18quot鋁圈	120	0
734	0	果乾、堅果	595	0
735	0	其他	5	0
736	0	其他運動用品	999380	0
737	0	電子電工工具	30	0
738	0	日本	30	0
739	0	其他運動用品	375	0
740	0	日本	30	0
741	0	鋼	168	0
742	0	其他	500	0
743	0	其他	20	0
744	0	其它儀表儀器	2300	0
745	0	周邊配備	58	0
746	0	料理刀具、砧板	2400	0
747	0	印章 	100	0
748	1	其他	499	0
749	1	浴鏡	300	0
750	0	花苗、樹苗	90	0
751	0	米、麵、穀物	75	0
752	0	日本	30	0
753	0	武俠、古裝	1990	0
754	0	日本	30	0
755	0	日本	30	0
756	28	零件、配件	2	0
757	0	其他	425	0
758	0	機車、三輪車	300	0
759	0	正式款	239	0
760	0	日本	30	0
761	11	其他	450	0
762	16	其他音響設備	450	0
763	0	大陸劇	760	0
764	0	LEGO人偶	220	0
765	0	其他手工藝材料	10	0
766	2	裝修除味保養	35	0
767	0	日本	30	0
768	0	其他手動工具	290	0
769	0	園藝用品 	50	0
770	0	巧克力、可可	315	0
771	0	其他音響設備	1290	0
772	0	其他緊固件	30	0
773	0	清潔組保護貼	149	0
774	0	其他手工藝材料	1	0
775	0	其它輸入設備	120	0
776	0	其它儀表儀器	1800	0
777	5	點火系統	150	0
778	0	其他塑膠模型	270	0
779	0	熱水器	50	0
780	0	畫冊	1600	0
781	0	一般網路線	170	0
782	22	DVD放影機	829	0
783	3	零件、配件	5	0
784	0	IC	500	0
785	0	軍帽	500	0
786	0	其他用具	60	0
787	1	燈泡、燈管	150	0
788	0	其他蓆類	4050	0
789	0	清潔用品	100	0
790	1	遊戲王	59111	0
791	0	遊戲王	79	0
792	3	尾燈	3990	0
793	0	零件、配件	2	0
794	19	座墊、座管	470	0
795	0	大專、大學用書	90	0
796	0	油箱、油管	330	0
797	0	筷子筷架	880	0
798	0	其他五金工具	2290	0
799	22	其他	49	0
800	0	高跟7cm以上	1099	0
801	0	三腳架	88888	0
802	0	輪胎、輪圈	108	0
803	5	青春戀愛	90	0
804	75	煞車皮	250	0
805	0	其他登山露營裝備	1100	0
806	0	IC	148	0
807	0	其他汽車精品	249	0
808	0	變速系統零件	50	0
809	0	機車、三輪車	145	0
810	0	無痕褲	38	0
811	0	其他煞車系統零件	600	0
812	0	遊戲王	15	0
813	0	零件、耗材	80	0
814	1	收集卡	10	0
815	0	電玩遊戲	60	0
816	0	其他瞄準器具	900	0
817	0	其他	119	0
818	0	其他	16	0
819	0	軍事車輛	320	0
820	53	充電器、電池套裝組	399	0
821	0	其他廚房用品	50	0
822	4	其他	55	0
823	1	其他家電	30	0
824	0		36	0
825	0	遊戲王	15	0
826	0	其他五金工具	250	0
827	84	其他	133	0
828	1	防水材料	70	0
829	0	料理刀具、砧板	120	0
830	0	其他	11	0
831	0	蒟蒻、果凍	89	0
832	0	其他	75	0
833	0	其他	632	0
834	0	米、麵、穀物	90	0
835	42	IC	112	0
836	26	有線光學滑鼠	300	0
837	0	包裝用品	65	0
838	5	其他音響設備	360	0
839	121	引擎、機體零件 	240	0
840	0	機車、三輪車	45	0
841	0	其他	190	0
842	0	畫派畫冊	450	0
843	0	水彩筆、油畫筆	26	0
844	0	包裝用品	1500	0
845	0	其他登山露營裝備	260	0
846	0	彩繪藝術用品	650	0
847	0	其他	59	0
848	1	貓砂	200	0
849	0	1 64	500	0
850	7	其他紙牌遊戲	10	0
851	0	輪胎、鋁圈	300	0
852	0	室內溫濕度計	330	0
853	0	手電筒頭燈	100	0
854	0	軍事人像	325	0
855	0	洗髮	170	0
856	0	其他燈具	450	0
857	2	其他	15	0
858	0	其他合法改裝套件	840	0
859	1	電鑽	126	0
860	2	團體	49	0
861	9	其他	3690	0
862	1	其他收藏卡	10	0
863	0	日本	30	0
864	0	其他手工藝材料	60	0
865	0	濾網、濾芯、耗材	245	0
866	0	其他	10	0
867	0	其他機車零組件	100	0
868	0	其他	350	0
869	0	林白浪漫經典	60	0
870	0	其他紙牌遊戲	5	0
871	0	MITSUBISHI 三菱	350	0
872	0	其他機車零組件	900	0
873	0	手套、防風眼鏡	380	0
874	0	其他	55	0
875	19	桌上型電腦網路卡	5230	0
876	0	鏡頭蓋	15	0
877	0	其他	59	0
878	0	收納盒	77	0
879	6	刀具	1180	0
880	6	點菸擴充器	99	0
881	0	其他居家安全用品	450	0
882	3	瓦斯槍	1400	0
883	0	保濕乳液、霜	558	0
884	0	喜劇	98	0
885	1	零組件	130	0
886	0	其他五金工具	510	0
887	0	道具、飾品配件	900	0
888	6	零件、配件	3	0
889	0	其他	200	0
890	0	其他電影	95	0
891	0	零件、配件	7	0
892	2	控制器、周邊配備	299	0
893	3	其他	2000	0
894	0	其他	2588	0
895	0	其他登山露營裝備	399	0
896	0	其他漫畫	150	0
897	0	遊戲光碟	199	0
898	1	其他重量訓練器材	950	0
899	0	飼料、零食	50	0
900	1	其他汽車精品	300	0
901	0	周邊文具	125	0
902	0	貓罐頭	930	0
903	0	其他餐具	245	0
904	0	輪胎、鋁圈	3100	0
905	2	洗衣精乳	85	0
906	0	其他	580	0
907	38	其他線材	20	0
908	0	清潔用布	30	0
909	0	圓領短袖T	390	0
910	0	其他五金工具	24	0
911	0	IC	311	0
912	0	IC	482	0
913	0	日本恐怖小說	29	0
914	0	其他引擎系統零件	199	0
915	1	其他收藏卡	10	0
916	0	其他	42	0
917	0	工具包箱車	300	0
918	1	樂譜	102	0
919	16	防水材料	1999	0
920	0	警鈴、防盜器 	50	0
921	0	桌球膠皮	450	0
922	76	電子電工工具	5	0
923	0	其他緊固件	60	0
924	0	香爐、香品	95	0
925	3	鏡頭袋	210	0
926	1	其他運動用品	159	0
927	1	其他	4	0
928	5	遊戲王	10	0
929	0	女藝人	50	0
930	0	剪報、雜誌	390	0
931	0	其他用品	2349	0
932	4	吉他配件	160	0
933	0	日本	30	0
934	70	其他	750	0
935	0	其他	265	0
936	0	其他機車零組件	100	0
937	0	其他	45	0
938	0	燈座、燈管	4960	0
939	0	25吋外接盒	290	0
940	0	素食	65	0
941	0	魔法風雲會	20	0
942	0	台灣職棒	20	0
943	0	四角褲	100	0
944	0	其他運動用品	840	0
945	11	女性	2450	0
946	0	包裝用品	700	0
947	0	大鎖	130	0
948	0	其他網球用品	510	0
949	0	其他	28	0
950	0	其他	179	0
951	0	其他機車百貨	450	0
952	0	變形金剛	1050	0
953	1	古書善本	200	0
954	0	其他	150	0
955	0	車身飾條	300	0
956	0	大專、大學用書	3000	0
957	0	過濾棉	1320	0
958	0	BB戰士	290	0
959	0	一般網路線	19	0
960	0	其他	199	0
961	53	動、植物	400	0
962	0	其他	199	0
