	names	category_names	prices	notCorrect
79	榮展五金油杯開關油箱開關汽油機油箱濾嘴無油杯有油杯開關油箱濾嘴油路開關發電機油筒配件發電機油箱開關	其他五金工具	100	0
80	萌品市集角川輕小說刀劍神域外傳GunGaleOnline08特裝版-4th特攻強襲中-加購書籤組	其他輕小說	620	0
81	接線端子台TB2504蓋洞．TB3004接線端子座接線座30A25A配線座接線板固定式電子電料	其他	25	0
82	阿克漫317-3NBA-1999-00年SPX特卡MauriceTaylor只有一張	美國職籃	10	0
83	AFV135史崔克裝甲車升級套件AF35S59	戰車、裝甲車改裝套件	420	0
84	水之舞原價399出清價199YL26011252連身裙式韓版溫泉泳衣泳裝4色MLXL	連身泳裝 	199	0
85	雄的卡店IGAS-JP042狂風天馬伊格尼斯者SR	遊戲王	25	0
86	弘萬吉大林水貼MG1100主天使鋼彈貨號:GN14	1:100	50	0
87	夢軒優品昕科日本活力冰絲坐墊透氣冰墊汽車車用蜂窩透氣冰涼辦公室涼椅墊	其他	370	0
88	OK購巧匠台製6MM柄雕刻刀組5支組B蛋圓圓頭小錘大錘小直木材石膏PVCDIY奇木木雕	旋具頭組	240	0
89	預購德國Denkmit馬桶強效去污清潔發泡錠16錠裝	浴廁清潔劑	129	0
90	叢雲自賣PAC1-JP011羽翼栗子球異圖半鑽	遊戲王	10	0
91	▲041餐椅黛妃椅餐椅烤漆腳	餐椅	720	0
92	全新未拆封推拿BlindMassageDVD得利公司貨	劇情	190	0
93	建宏>讀享國際公法／國際私法歷屆試題解析TMB019789574642625	國家考試	238	0
94	小葉代儲值手遊深海水族館abyssrium可超商繳費	租賃、出租	10	0
95	辦公收納盒單據分類收納盒多格快遞單收納架送貨單回單放憑證票據收納整理盒	其他	1299	0
96	美妝小物壓克力收納盒化妝品收納盒化妝盒壓克力盒飾品盒飾品收納盒	小物整理箱(盒)	79	0
97	24H出貨暖腳墊發熱墊暖腳神器跨境熱賣暖腳寶USB充電卡通兔絨暖腳墊按摩暖腳鞋神器暖手寶	其他	477	0
98	RealmeX3亮面保護貼軟膜手機螢幕貼手機保貼保護貼非滿版螢幕保護膜手機螢幕膜H01A1	螢幕保護貼	29	0
99	第四代查爾斯濾色鏡拜斯特，送翡翠、東陵石標本	其他文具	550	0
100	開發票Footer核心足弓機能鞋墊足弓支撐3件超值組;蝴蝶魚戶外	舒適鞋墊	1380	0
101	可開收據FOXCONN富士康80208CM12V036APVA080F12H-P03-AE4線風扇	其他散熱裝置	250	0
102	含稅影馳GT6101GBGDDR364Bit二手良品小江柑仔店	其他	250	0
103	陽光桌遊免膠組裝四季物語命運之路魔法王國Seasons桌遊收納盒不含遊戲│烏鴉盒子周邊	桌遊系類	290	0
104	XinQi遊戲王COTD-JP017DD罪惡堤豐DD惡妖提豐1001普卡	遊戲王	5	0
105	冬晴串珠坊日文走線圖串珠作法〃２６典雅情人電子檔	串珠、中國結用品	80	0
106	逛逛賣場美蓉S8bF274184SR寶可夢PTCG中文版	遊戲王	499	0
107	現貨桌布桌布棉麻日式布藝蓋巾桌旗鞋柜電視柜茶幾布寬餐桌桌墊長條桌布巾	餐、桌墊	116	0
108	電玩米奇NS二手遊戲勇者鬥惡龍11XIS尋覓逝去的時光-中文版單件運費30買兩件再折50	動作冒險	1350	0
109	限制級18歲以下請勿購買會議室的愛人	情色小說	100	0
110	BW唱片向JOHNBOWERS致敬無ifpi無條碼	古典音樂	1000	0
111	透視之眼全44冊星輝欣然西	其他武俠小說	250	0
112	夾腳拖鞋寶莫人字拖鞋女外穿平底涼拖夏防滑情侶款夾腳拖海邊沙灘鞋女夾拖	夾腳/人字拖鞋	476	0
113	SSYX高精度塞尺002-10mm塞規塞尺片間隙尺厚薄規塞尺單片	其他五金工具	119	0
114	PP02-KR020威嚇馬達奧米加金亮台南巧巧屋普韓	遊戲王	5	0
115	新品Chanel香奈兒香水COCO祕密時光Made可可小姐嘉柏麗女性香水摩登女士淡	CHANEL	1850	0
116	304不銹鋼止水灣頭N型灣頭開關灣頭不銹鋼水龍頭灣頭龍頭灣頭沐浴灣頭304灣頭止水彎頭非飲水用	其他	300	0
117	1211公分壓克力貼牌標示牌	門牌、標示牌 	45	0
118	"加拿大	KM601	1978	5Cents	212mm"	美洲錢幣 	5	0
119	多尺寸沉木沈木10-25cm流木造景水族魚缸水草異形異型鼠魚鬥魚孔雀魚黑水降酸軟水	造景裝飾	25	0
120	萬板XRAY302169T4硬化含碳前擺臂	引擎、車組零件	310	0
121	自有小寶物，figma040御劍冥夜99式衛士強化裝備國連軍正規兵ver日版全新品未拆封外盒良好	Figma	1500	0
122	情侶卡舖x0ff3d;RDKP06-JP017鋼擊龍鋼咒龍UR	遊戲王	190	0
123	電子零件ESP32-DevKitC-32EUEVIES1開發板模塊搭載ESP32-WROOM-32E模組	其他	730	0
124	萬隆達遊戲王ST19-JP003重組鹿亮面	遊戲王	5	0
125	BD-12141狂野生活Wildlife2018第71屆戛納電影節金攝影機獎導演處女作獎提名	愛情文藝	70	0
126	BMW寶馬MINI葉子板標cooperR54R56R58R55R60改裝金屬葉子板側標	車身標誌、貼紙	200	0
127	HALFTOYS哈福恐龍3D拼圖益智立體拼圖-場景組暴龍	教育玩具	300	0
128	陰蒂挑逗鎖精雙環震動套環夫妻性愛輔助聖品鎖精套環強精套環持久套環延時延遲套環強精持久套環G003830	持久力強化	119	0
129	月光魚代購無現貨純日版PS5審判之眼：死神的遺言RemasteredJUDGEEYES純日版代訂	動作冒險	590	0
130	AT潮玩藝韓系清爽萊卡棉男士短袖T恤男生上衣男裝男生衣著短Ty2104	其他	299	0
131	威威五金出清品55米附強力磁鐵卷尺全新TK自動新版炫彩捲尺55M寬25mm測量卷尺文公公分	其他手動工具	99	0
132	"XLX-540日本無修正中文／熟女俱樂部	欲求丸出x03057;家族　夫婦編母x03068;息子編	如月美雪"	日本	30	0
133	新品特惠！戶外桌椅防水防曬庭院露天陽臺院子鋁合金別墅咖啡廳商用組合藤椅	庭院休閒桌椅	8690	0
134	蘭陵網情趣館爆熱空間HOTSPACE？雙妃名器7頻震動雙穴名器-氣質空姐震動加熱x053cc;通道	膚質擬真	399	0
135	蘿蔔旋轉屋RoboT魂蘭斯洛特siN紅蓮特式復活的魯魯修反叛反逆阿爾比昂紅蓮聖天八極式高文蜃氣樓	ROBOT魂	2300	0
136	CG-320AE4N可充電針型針形鋰離子電池38V150mAhW68431349	超電容器	83	0
137	筋雞牌耐佳龍高級綑綁繩	庭院、花草園藝	52	0
138	化妝鏡免運質量保證led化x05986;x0955c;x05e26;x0706f;x084dd;牙音x04e50;台式网x07ea2;女x08865;光宿舍多功能桌面美x05986;梳x05986;x0955c;	隨身化妝鏡	538	0
139	平和島怪物彈珠BATTLE11餅乾收藏卡XI-21SR尼伯龍根未拆封	其他紙牌遊戲	80	0
140	滿300發貨食物剪刀韓式不銹鋼烤肉剪雞排剪牛排剪豬排剪雞骨剪大剪刀鋒利彎刃剪子	其他廚房用品	122	0
141	小荳樂高LEGO人偶配件黃綠色手提燈油燈37776627914575950	零件、配件	24	0
142	TAF現貨CONDORMA27TripleOpenTopMagPouch三連快拔彈匣袋黑色	其他軍用裝備、配件	780	0
143	東京熱全台最大正版店日正版藍光9MIDE-862高橋x03057;x03087;x03046;子◆x030c1;x030af;x030d3;x03092;x030a4;x030b8;x030ea;x03063;x03071;x0306a;x03057;x03067;男x03092;早漏化x03055;x0305b;x0308b;連射性交高	日本	800	0
144	phd_child下單用EDIMAX訊舟EW-7822ULCac1200迷你usb無線網路卡	無線網路卡	200	0
145	一卡通---蠟筆小新迷你一卡通---Monkey一張	交通工具票卡	210	0
146	萬隆達遊戲王TRC1-JP039705GENF-JP043虛空海龍金亮亮面隨機出貨初期傷微白邊	遊戲王	139	0
147	度度鳥麥田捕手作者沙林傑誕生100週年紀念版│麥田城邦│JD沙林傑│全新│定價：320元	文學小說	253	0
148	東霖園藝╮優質樹種小果苦茶小果油茶可提煉苦茶油--	花苗、樹苗	50	0
149	老麥鑰匙包Ducati杜卡迪MVMVAgustaBrutaleyamtha重型機車鑰匙皮套	其他機車百貨	430	0
150	88-08年載卡多的手剎車拉柄原廠件	煞車系統	550	0
151	威威五金台灣製黑手牌9225mm強力型鋼絲鉗附端子壓著端子鐵線鉗省力型膠柄老虎鉗破壞鉗BH-397	扳手	285	0
152	古今書廊二手書店泰戈爾全集泰戈爾│喜美│內頁自然泛黃	其他	100	0
153	適用本田50DIO18期27期28期ZX34期35期改裝彎管排氣管仿V8獅子機車排氣管	排氣管	1715	0
154	大愛樂集再見南沙魯電視原聲帶CD，台灣正版全新	電影、電視配樂	135	0
155	路亞工坊全罩式可摺疊拆卸防曬帽夏天防紫外線遮陽帽自行車登山釣魚防蚊防蟲防蚊帽	其他釣魚專用衣物	135	0
156	9H弧邊鋼化玻璃貼iPhone455s6Plus77手機螢幕玻璃保護貼正反鋼化膜	螢幕保護貼	19	0
157	HOBBYBOSS1700俄羅斯海軍奧斯卡II級潛艇87021	潛艇	130	0
158	二王軍警防身百貨摩步200旅鎖圈鑰匙圈23-1電繡臂章刺繡臂章識別章軍用品	其他軍用裝備、配件	60	0
159	世茂嚴選SM矽膠雨刷膠條HyundaiTucson3代Tucson32016後鐵骨雨刷T26t16吋	雨刷	250	0
160	x1f525;現貨當天出x1f525;浴室壁掛式置物架免打孔無痕吸壁洗漱用品儲物架廁所衛生間收納架D503-01	置物架系列	59	0
161	現貨-粗枝剪剪枝剪修枝剪刀果樹剪刀花剪修剪樹枝園藝粗枝剪樹枝修枝剪	剪鑿	320	0
162	l型套筒扳手7字t型外六角7mm套管彎頭雙頭穿孔汽修工具煙斗扳手	其他五金工具	86	0
163	快速發貨紅色羊羔毛外套女2021秋冬新款韓版寬松小個子羊羔絨皮毛一體大衣	羽絨外套	826	0
164	現貨石中劍替換倉UWELLCALIBURN石中劍替換倉石中劍煙彈	其他	330	0
165	41號-60號貼紙賣場A4電腦標籤有百款規格A4雷射噴墨影印三用電腦貼紙A4貼紙自黏標籤自粘標籤	其他	65	0
166	買3送1適用聯想ZUKZ2pro電池zukZ2pro電池Z2121BL263手機電池	其他	248	0
167	Mu’s同人誌代購x0306a;x0307e;x0305b;x03093;x03079;x03044;ClearFragment潮x09a12;x030ea;x030d3;x030c9;x030fc;排球少年	BL系列	465	0
168	潔西卡的太太日紙SD39-JP016黑森林的魔女普卡	遊戲王	10	0
169	紫色星球可愛內褲七件組純棉內褲內褲高彈性柔軟舒適透氣K20662少女內褲女內褲三角褲M-2XL	三角褲	480	0
170	神龍之謎6集無釘無章單本零售40元	動作冒險	40	0
171	老徽章胸章紀念章彰化南瑤宮老五媽會會員B0348	獎章、紀念章	300	0
172	軒林-保6月附發票全新C21N1634筆電電池適用華碩X542UX542UQX542UR送工具CC280	其他	720	0
173	夢軍團多樣現貨日版武士道黑白祭2020Vol342從零開始的異世界生活動漫卡套愛蜜莉雅60張	收集卡	450	0
174	NSK圓錐滾子軸承HR32011320123201332014320153201632017X	其他	597	0
175	ψ生命之泉ψ遊戲王TAEV-JP006究極寶玉神彩虹龍雷射	遊戲王	800	0
176	A21A3磁吸三星J6J60056吋指環支架手機殼黑鎧甲軟殼支架多功能經典保護套全包覆防	GALAXY J、R系列	128	0
177	嚴選-大掌櫃掌上型遊戲機遊戲機神奇寶貝游戲機gba掌機口袋妖怪兒童掌上游戲機nes內置retromini	電腦遊戲、周邊配備	1668	0
178	2001UPPERDECKSPXMLBBarryBonds球員卡	美國職棒	10	0
179	ＣＭ近代新篇百熊女王阿育拉_Ayula,QueenAmongBearsMH1-G-R155	魔法風雲會	20	0
180	108教師甄試檢定上岸魔法師教育綜合科目上中下口訣魔法書上明老師高老師4本合售位6下	國家考試	980	0
181	防身武器電擊器防身必備安保用品可充電攻擊人車載防狼武器防狼報警器女子自衛武器電力超強野外求生trG	露營、登山用具	686	0
182	同利書坊未來少年20封面故事-地球村的運動大會-奧運小天下出版	其他	50	0
183	美國FPRJaipurV2極細超彈性活塞鋼筆:紅色冰裂紋RubyCrackedIce	鋼筆、鋼珠筆	2150	0
184	台灣現貨抽屜收納盒透明收納盒階梯式收納盒整理盒收納盒小儲物櫃BE1003	收納盒	85	0
185	田園樂鎖扣811直通811軟管園藝自動澆水自動灑水魚菜共生藍耕PE管霧化滴灌	其他園藝用具	20	0
186	pinkgirl預購春夏裝RS30950修身顯瘦氣質法式甜美雪紡短袖洋裝2色,M3XL	短袖洋裝	610	0
187	24H出貨觸控筆平板觸控筆全新微軟surface五代觸控筆可吸附USB充電傾斜畫陰影功能	其他電腦周邊設備	1248	0
188	3DS日版GAME七龍珠融合41786734	格鬥	250	0
189	2019限時特賣壽屋FRAMEARMSGIRL安姬蒂特Architect灰白色ver特典版	其他	950	0
190	amazfitGTS2mini錶帶金屬華米AmazfitGTS腕帶amazfitGTS2不鏽鋼	其他	358	0
191	台北達酷FINISHLINE終點線專業型洗鏈組專業型洗鏈器組洗鏈器多功能除油劑乾性潤滑劑	其他用具	790	0
192	現貨不銹鋼撞針式飲水器鸚鵡飲水寵物飲水瓶300500ml	其他用品	250	0
193	小望動漫模型E7-MODELB-15冷深灰	模型漆、底漆	65	0
194	XboxOneS1TB	Xbox One	5000	0
195	代訂9784065257456日文漫畫真木螢五式守同學不只可愛而已可愛x03044;x03060;x03051;x03058;x03083;x0306a;x03044;式守x03055;x03093;10	原版漫畫	260	0
196	PP小鋪PTCGSM75DragonMajestyEliteTrainerBox龍族威嚴訓練家盒	神奇寶貝	1600	0
197	x02b50;原廠x02b50;Panasonic國際MP3音樂主機汽車音響支援USB藍芽無碟機車用藍芽無碟主機	MP3音響主機	1900	0
198	※班尼商行※BENNY的店塑膠齒輪油約23g	電子電工工具	100	0
199	勵強書屋繁體原書跟著大師學塔羅可搭配任何種類的塔羅牌塔羅牌講解初入門	養生	480	0
200	不良帝姬全2冊夏初藍海止	其他愛情小說	10	0
201	WeiβSchwarzWS．涼宮春日的憂鬱．SYW08-T14TD．泳裝的春日amp;長門	其他紙牌遊戲	50	0
202	最後降價GAMOJUNIORHunter45mm經典入門款喇叭彈空氣槍狙擊槍西班牙中折式折槍膛線	空氣槍	3800	0
203	安全帽工地施工建築工程頭帽電工勞保國標透氣加厚頭盔防護帽	其他	570	0
204	ㄚ順雜貨鋪全新台製neco四方軸培林BB68-119mm四方孔BB	齒盤/曲柄	100	0
205	平和島WS出租女友KNKW86-025R水原千鶴	其他紙牌遊戲	20	0
206	PS4中古迦雷里雅的地下迷宮與魔女的旅團純日限定版　無遊戲	角色扮演	1000	0
207	側背包斜背包小包胸包2019路亞胸包USB男女斜跨戶外運動戰術背包迷彩單肩斜挎包大容量	其它品牌	459	0
208	BSMI認證:R41012國際星光WTDFP4336二開關一插座附蓋板	電子電工工具	170	0
209	TSC職棒18年興農牛隊卡SIN041正規卡-張建銘義大犀牛	台灣職棒	10	0
210	Speedmoto三角式LED服貼燈Bws三角燈側燈方向燈仿重機方向小燈彪虎SMAX勁戰	燈罩、燈泡	99	0
211	研究所班生物統計學楊允中三元及第無劃記I161>	研究所用書	130	0
212	娜富米家具SD-30-35北歐時尚265尺坐鞋櫃優惠價2700元	穿鞋椅(櫃)	2700	0
213	夏季麻將涼席坐墊辦公室沙發涼墊椅子透氣竹椅墊夏天學生汽車座墊	其他	289	0
214	幸運網9787122349811非同步電動機的PWM變頻器驅動技術研究及應用簡體書沈鳳龍著化學工業出版社2019-11-01	其他	292	0
215	徵收吊帶襪天使PantyStockingwithGarterbelt原畫集pantyandstoing	畫冊、原畫集	1000	0
216	現貨全館490超取免運城市花園根呼吸-椰磚椰塊5Kg椰土壓縮包各種蔬菜、草花、香草植物培養土栽培土	土壤介質、肥料	139	0
217	帝國之花擬真子宮榨汁區域1:1男用自慰套深絞款自慰套	手動往返	380	0
218	新世界GP16-JP004異色眼擺動龍黃金99-98分	遊戲王	5	0
219	正中書局訓詁學概要林尹微劃記少後書皮D123	大專、大學用書	35	0
220	割草機小松富世華三菱割草割灌機配件傳動軸79齒硬軸長軸傳動桿耐磨合金	其它電動工具	366	0
221	血族迷失樂園篇1-2冊-愛歐　編繪-2011-03-01-新世紀出版社	其他	283	0
222	斗六小學館0419前預購GSC17異度神劍2天之聖杯焰超商取付免訂金	其他	5599	0
223	康泰正宗特級丹參粉500g雲南紫丹參超細粉正品可搭三七粉	養生飲品	429	0
224	ＣＭ冰雪時代艾斯鷹翼_WingsofAesthirIA-A-U383	魔法風雲會	10	0
225	金牌油漆自粘網格布防裂布內墻玻璃纖維網格布外墻玻纖網格帶抗裂防裂網	其它	440	0
226	潮男巫師完美貼合橡膠吸吮吸乳幫浦吸奶器組合XRBrands	男同志	449	0
227	官網原裝正品小米手環34代nfc矽膠腕帶4代智能運動防丟原廠錶帶	其他	198	0
228	喜得玩具軟彈槍附8顆軟彈CX646手拉軟彈槍阻擊槍附8個軟彈玩具槍射擊遊戲像NERFEVA軟彈槍	其他益智遊戲、玩具	199	0
229	C17-01PGO比雅久廠空氣濾清器G-MAX150G-MAX125X-HOTM2262070000	其他機車零組件	210	0
230	◆台中卡通◆現貨SHFSHF超人力霸王UltramanRibut利布特1130	S.H.Figuarts	1450	0
231	金響鐘錶預購,CASIOLW-200-4A,公司貨,10年電力,電子錶,防水50米,碼錶計時,LW-200,手錶	CASIO	590	0
232	TOSHIBA東芝7mm1TB25吋硬碟兩年保固MQ04ABF100	1TB	999	0
233	任選四本一百武則天－蒙曼說唐｜麥田｜9789861733876｜無劃記破損邊側略泛黃｜平2	中國歷史小說	29	0
234	車用掛鉤椅背掛鉤多用途掛鉤購物袋汽車椅背雙掛鉤車載多功能掛鉤椅背置物塑料鉤	其他汽車精品	38	0
235	梅湘二十個對聖嬰耶穌的注視之研究作者蕭慶瑜簽贈書簽名四章堂文化精裝竹軒二手書店-210610-b1u音樂	其他	200	0
236	限量下殺原廠公司貨蘋果AppleAirPodsPro藍牙耳機無線耳機主動式降噪無線充電盒馬尼	其他品牌	6380	0
237	canny0916下標用37	國家考試	100	0
238	京港電子120405000029發光二極體5mm透明發藍色DC12V10PCS包	其他	38	0
239	割草阿和_高爾夫二手球美麗Titleist系列100顆1顆8元_30098	高爾夫球	800	0
240	ALG卡牌專門MH2近代新篇2SquirrelMob松鼠暴群英文蝕刻閃	魔法風雲會	50	0
241	海佃2001>PS4凱納靈魂之橋中英文版輔12--全新未拆--台南現貨	動作冒險	1480	0
242	卡卡夫21年10月預購取付免訂金TTA夏目友人帳貓咪老師胸章徽章集中盒0820	精品配件	820	0
243	特價DIY飾品矽膠模具水晶膠環氧樹脂模具小金魚4款可選1個價格運費可合併請詢問	其他手工藝材料	18	0
244	ActionToysMiniAction02超電磁VoltesV波羅五號	其他機器人	1450	0
245	ROSOTENA沐浴球爆炸浴洗澡球泡澡球鹽球60G本商品不含盒子	其他	20	0
246	雙桶半自動洗衣機進水管上水加長延長管通用配件空調排水管滴水管高優美品	其他家具配件	150	0
247	KU酷愛7格款摺疊式鋼製長槍架可放七把長槍42046	其他軍用裝備、配件	1300	0
248	＊架式館＊四入65L普羅旺可自由堆疊直取式收納箱掀蓋式塑膠箱置物箱	衣類整理箱	1995	0
